year,rank,artist,song,lyrics
2007,7,"Justice","D.A.N.C.E.","Do the D-A-N-C-E|One, two, three, four, fight!|Stick to the B-E-A-T|Get ready to ignite|You were such a P-Y-T|Catching all the lights|Just easy as A-B-C|That's how you make it right!|Do the D-A-N-C-E|One, two, three, four, fight!|Stick to the B-E-A-T|Get ready to ignite|You were such a P-Y-T|Catching all the lights|Just easy as A-B-C|That's how you make it right!|Do the D-A-N-C-E|Stick to the B-E-A-T|Just easy as A-B-C|Do the dance, do the dance|The way you move is a mystery|Do the dance|You're always there for music and me|Do the dance|The way you move is a mystery|Do the dance|You're always there for music and me|Do the D-A-N-C-E|One, two, three, four, fight!|Stick to the B-E-A-T|Get ready to ignite|You were such a P-Y-T|Catching all the lights|Just easy as A-B-C|That's how you make it right!|Do the dance, do the dance|The way you move is a mystery|Do the dance, do the dance|You're always there for music and me|Do the dance, do the dance|The way you move is a mystery|Do the dance, do the dance|You're always there for music and me|Do the D-A-N-C-E|Do the dance, do the dance|Stick to the B-E-A-T|Do the dance, do the dance|You were such a P-Y-T|Do the dance, do the dance|Just easy as A-B-C|Do the dance, do the dance|Under the spotlight|Neither black nor white|It doesn't matter|Do the dance, do the dance|As strong as you might|Working day and night|Whatever happens|Do the dance, do the dance|Under the spotlight|Neither black nor white|It doesn't matter|Do the dance, do the dance|As strong as you might|Working day and night|Whatever happens|Do the dance, do the dance|The way you move is a mystery|Do the dance|You're always there for music and me|The way you move is a mystery14"
2007,8,"Kanye West feat. T. Pain","Good Life","Rap is a victorious genre. Having built its history on songs of overcoming the harshest of hard-knock lives, in addition to observances of all of life's nuances, rap is more than just dope beats and rhymes. Its lyrics tell stories with insights and uncommon honesty, traits that have ultimately taken the genre from niched inner-city beginnings to a longstanding place at the heart of pop culture|So it was fitting for Billboard to create a chart, in 1989, dedicated to the then-rising genre, birthed out of hip-hop. At the time, MTV's influential Yo! MTV Raps was only a few months old, and acts like Ice-T and N.W.A were not only ruling rap but beginning to enter the mainstream music conversation|While rap has evolved, there’s no denying its ever-growing power. To celebrate the 25th anniversary of the Billboard’s Hot Rap Songs chart, we’re counting down the top 100 songs in the tally’s quarter-century history. From Salt-N-Pepa to Macklemore, we've got the genre's past quarter-century covered|100. All of the Lights - Kanye West|99. No Lie - 2 Chainz feat. Drake|98. Aston Martin Music - Rick Ross feat. Drake & Chrisette Michelle|97. Loungin - LL Cool J|96. O.P.P. - Naughty By Nature|95. Heartless - Kanye West|94. Player's Ball - OutKast|93. Holla Holla - Ja Rule|92. Left/Right - Drama|91. Call Me D-Nice - D-Nice|90. C'Mon N' Ride It (The Train) - Quad City DJ's|89. Looking At The Front Door - Main Source|88. Money Maker - Ludacris feat. Pharrell|87. The Way You Move - OutKast feat. Sleepy Brown|86. Jigga My N**** - Jay Z|85. Slow Motion - Juvenile feat. Soulja Slim|84. Headlines - Drake|83. Got Money - Lil Wayne feat. T-Pain|82. My Baby - Lil' Romeo|81. Lovers & Friends - Lil Jon & The East Side Boyz feat. Usher & Ludacris|80. Damn! - YoungBloodZ feat. Lil Jon|79. Whistle While You Twurk - Ying Yang Twins|78. (Hot S**t) Country Grammar - Nelly|77. Crank That (Soulja Boy) - Soulja Boy Tellem|76. Jump - Kriss Kross|75. Po Pimp - Do Or Die feat. Twista|74. Dunkie Butt (Please Please Please) - 12 Guage|73. Lights, Camera, Action! - Mr. Cheeks|72. I'll Do 4 U - Father M.C|71. Lookin' At Me - Mase feat. Puff Daddy|70. Independent - Webbie feat. Lil' Phat & Lil' Boosie|69. Drank In My Cup - Kirko Bangz|68. 4, 5, 6 - Sole feat. JT Money & Kandi|67. It Ain't My Fault 2/Somebody Like Me - Silkk The Shocker feat. Mystikal|66. Funkdafied - Da Brat|65. Rump Shaker - Wreckx-N-Effect|64. Around The Way Girl - LL Cool J|63. Callin' Me - Lil' Zane feat. 112|62. Mind Playing Tricks On Me - Geto Boys|61. Work It - Missy Misdemeanor Elliot|60. Dilemma - Nelly feat. Kelly Rowland|59. Get Money - Junior M.A.F.I.A|58. Lean Wit It, Rock Wit It - Dem Franchize Boyz feat. Lil Peanut & Charlay|57. I Got 5 On It - Luniz|56. They Want EFX - Das EFX|55. Ghetto Cowboy - Mo Thugs Family feat. Bone Thugs-N-Harmony|54. Raise Up - Petey Pablo|53. It's Goin' Down - Young Joc|52. Empire State of Mind - Jay Z & Alicia Keys|51. Da' Dip - Freak Nasty|50. Good Life - Kanye West feat. T-Pain|49. Bounce With Me - Lil Bow Wow feat. Xscape|48. Moment 4 Life - Nicki Minaj feat. Drake|47. Walk It Out - Unk|46. Nothin' On You - B.o.B feat. Bruno Mars|45. Dead and Gone - T.I. feat. Justin Timberlake|44. No Time - Lil' Kim feat. Puff Daddy|43. Right Thurr - Chingy|42. Gangnam Style - PSY|41. I'll Be Missing You - Puff Daddy & Faith Evans feat. 1121|40. Déjà Vu (Uptown Baby) - Lord Tariq & Peter Gunz|39. Bedrock - Young Money feat. Lloyd|38. Lollipop - Lil Wayne feat. Static Major|37. In Da Club - 50 Cent|36. Who Dat - JT Money feat. Sole|35. One More Chance/Stay With Me - The Notorious B.I.G|34. Knockin' Boots - Candyman|33. Up Jumps Da Boogie - Magoo and Timbaland|32. I Want It All - Warren G. feat. Mack 10|31. Treat 'Em Right - Chubb Rock|30. I Like Dem Girlz - Lil Jon & The East Side Boyz|29. Dansin Wit Wolvez - Strik 9ine|28. Me So Horny - 2 Live Crew|27. Live Your Life - T.I. feat. Rihanna|26. Look At Me Now - Chris Brown feat. Lil Wayne & Busta Rhymes|25. Holy Grail - Jay Z feat. Justin Timberlake|24. I'm On One - DJ Khaled feat. Drake, Rick Ross & Lil Wayne|23. Get Low - Lil Jon & The East Side Boyz feat. Ying Yang Twins|22. Cross The Border - Philly's Most Wanted|21. Drop It Like It's Hot - Snoop Dogg feat. Pharrell|20. Lean Back - Terror Squad|19. The Phuncky Feel One/How I Could... - Cypress Hill|18. Ni**as In Paris - Jay Z, Kanye West|17. Mercy - Kanye West, Big Sean, Pusha T, 2 Chainz|16. Can't Nobody Hold Me Down - Puff Daddy feat. Mase|15. How Do U Want It/California Love - 2Pac feat. K-Ci and JoJo|14. Best I Ever Had - Drake|13. Whatever You Like - T.I|12. Low - Flo Rida feat. T-Pain|11. The Motto - Drake feat. Lil Wayne|10. The Humpty Dance - Digital Underground|9. No Hands - Waka Flocka Flame feat. Roscoe Dash & Wale|8. Big Poppa/Warning - The Notorious B.I.G|7. Flava In Ya Ear - Craig Mack|6. Gangsta's Paradise - Coolio feat. L.V|5. Expression - Salt-N-Pepa|4. Can't Hold Us - Macklemore & Ryan Lewis feat. Ray Dalton|3. Hot Boyz - Missy Misdemeanor Elliot feat. Nas, Eve, & Q-Tip|2. Tootsee Roll - 69 Boyz|1. Thrift Shop - Macklemore & Ryan Lewis feat. WanzYou might also like"
2007,9,"Soulja Boy Tell 'Em","Crank That","Sie war bei mir jetzt ist sie ein sxx addict, bitch findet mich nice cause my face tatted, sie sitzt auf meinem face and she yelling, chris ishida crank that soulja boy tell em|Bin immer armed, ich hab weapons, wer mich kennt weis der gothprince ist reckless, money comes first the bitch comes second, wie gangster du bist comes on lets test it, yeaa|Du lebst nur für meine news, so viele wollen so sein wie ich aber keiner der es tan tut, deine gf kennt mich , but I dont know u bin am drippen in loose hör auf zu reden wowowo|Chill, mit models sluts im pool, ich hör dich cryn gothprince bitte sei nicht so cruel|Sie war bei mir jetzt ist sie ein sxx addict, bitch findet mich nice cause my face tatted, sie sitzt auf meinem face and she yelling, chris ishida crank that soulja boy tell em|Sie war bei mir jetzt ist sie ein sxx addict, bitch findet mich nice cause my face tatted, sie sitzt auf meinem face and she yelling, chris ishida crank that soulja boy tell em|Klau weiter mein drip, keiner ist sicher vor dem ak hit, deine bitch schreit chris ishida zu lit, ich slam zwei baddies wir sind zu dritt, ich pull up in calvins , ich spritz die ganze nacht babys auf ihre clit|Ich hol mir alles für dich kein split, ich hunt keine hoes bin surrounded von chicks, bin schon längst schon ein prince idk bout clicks, den die girls die du willst hab ich schon gefickt, yea|Sie war bei mir jetzt ist sie ein sxx addict, bitch findet mich nice cause my face tatted, sie sitzt auf meinem face and she yelling, chris ishida crank that soulja boy tell em|Sie war bei mir jetzt ist sie ein sxx addict, bitch findet mich nice cause my face tatted, sie sitzt auf meinem face and she yelling, chris ishida crank that soulja boy tell emYou might also like"
2007,10,"Radiohead","Jigsaw Falling Into Place","Just as you take my hand|Just as you write my number down|Just as the drinks arrive|Just as they play your favourite song|As your bad day disappears|No longer wound up like a spring|Before you've had too much|Come back in focus again|The walls are bending shape|They've got a Cheshire cat grin|All blurring into one|This place is on a mission|Before the night owl|Before the animal noises|Closed circuit cameras|Before you're comatose|Before you run away from me|Before you're lost between the notes|The beat goes 'round and 'round|The beat goes 'round and 'round|I never really got there|I just pretended that I had|Words are blunt instruments|Words are sawn-off shotguns|Come on and let it out|Come on and let it out|Come on and let it out|Come on and let it out|Before you run away from me|Before you're lost between the notes|Just as you take the mic|Just as you dance, dance, dance|A jigsaw falling into place|So there is nothing to explain|You eye each other as you pass|She looks back, and you look back|Not just once, and not just twice|Wish away your nightmare|Wish away the nightmare|You got the light, you can feel it on your back|A light, you can feel it on your back|Your jigsaw falling into place45"
2008,1,"Beyoncé","Single Ladies (Put a Ring On It)","All the single ladies (All the single ladies)|All the single ladies (All the single ladies)|All the single ladies (All the single ladies)|All the single ladies|Now put your hands up|Up in the club (club), just broke up (up)|I’m doing my own little thing|Decided to dip (dip), but now you wanna trip (trip)|'Cause another brother noticed me|I’m up on him (him), he up on me (me)|Don’t pay him any attention|Cried my tears (tears), for three good years (years)|You can’t be mad at me|'Cause if you like it, then you shoulda put a ring on it|If you like it, then you shoulda put a ring on it|Don’t be mad once you see that he want it|If you like it, then you shoulda put a ring on it|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|'Cause if you like it, then you shoulda put a ring on it|If you like it, then you shoulda put a ring on it|Don’t be mad once you see that he want it|If you like it, then you shoulda put a ring on it|I got gloss on my lips (lips), a man on my hips (hips)|Hold me tighter than my Deréon jeans|Acting up (up), drink in my cup (cup)|I can't care less what you think|I need no permission, did I mention?|Don’t pay him any attention|'Cause you had your turn (turn)|But now you gon' learn|What it really feels like to miss me|'Cause if you like it, then you shoulda put a ring on it|If you like it, then you shoulda put a ring on it|Don’t be mad once you see that he want it|If you like it, then you shoulda put a ring on it|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|'Cause if you like it, then you shoulda put a ring on it|If you like it, then you shoulda put a ring on it|Don’t be mad once you see that he want it|If you like it, then you shoulda put a ring on it|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|Don't treat me to the things of the world|I’m not that kind of girl|Your love is what I prefer, what I deserve|Here’s a man that makes me, then takes me|And delivers me to a destiny, to infinity and beyond|Pull me into your arms|Say I’m the one you want|If you don’t, you’ll be alone|And like a ghost, I’ll be gone|All the single ladies (All the single ladies)|All the single ladies (All the single ladies)|All the single ladies (All the single ladies)|All the single ladies|Now put your hands up|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh|Whoa, oh, oh, oh|'Cause if you like it, then you shoulda put a ring on it|If you like it, then you shoulda put a ring on it|Don’t be mad once you see that he want it|If you like it, then you shoulda put a ring on it|Whoa, oh, oh, oh|'Cause if you like it, then you shoulda put a ring on it|If you like it, then you shoulda put a ring on it|Don’t be mad once you see that he want it|If you like it, then you shoulda put a ring on it|Whoa, oh, oh27"
2008,2,"Coldplay","Viva la Vida","I used to rule the world|Seas would rise when I gave the word|Now in the morning, I sleep alone|Sweep the streets I used to own|I used to roll the dice|Feel the fear in my enemies' eyes|Listen as the crowd would sing|Now the old king is dead, long live the king|One minute, I held the key|Next, the walls were closed on me|And I discovered that my castles stand|Upon pillars of salt and pillars of sand|I hear Jerusalem bells are ringin'|Roman cavalry choirs are singin'|Be my mirror, my sword and shield|My missionaries in a foreign field|For some reason I can't explain|Once you'd gone, there was never|Never an honest word|And that was when I ruled the world|It was a wicked and wild wind|Blew down the doors to let me in|Shattered windows and the sound of drums|People couldn't believe what I'd become|Revolutionaries wait|For my head on a silver plate|Just a puppet on a lonely string (Mmm, mmm)|Aw, who would ever wanna be king?|I hear Jerusalem bells are ringin'|Roman cavalry choirs are singin'|Be my mirror, my sword and shield|My missionaries in a foreign field|For some reason I can't explain|I know Saint Peter won't call my name|Never an honest word|But that was when I ruled the world|Oh-oh-oh, oh-oh, oh|Oh-oh-oh, oh-oh, oh|Oh-oh-oh, oh-oh, oh|Oh-oh-oh, oh-oh, oh|(Oh-oh-oh, oh-oh, oh)|Hear Jerusalem bells are ringin'|(Oh-oh-oh, oh-oh, oh)|Roman cavalry choirs are singin'|(Oh-oh-oh, oh-oh, oh)|Be my mirror, my sword and shield|(Oh-oh-oh, oh-oh, oh)|My missionaries in a foreign field|(Oh-oh-oh, oh-oh, oh)|For some reason I can't explain|(Oh-oh-oh, oh-oh, oh)|I know Saint Peter won't call my name|Never an honest word|But that was when I ruled the world|Mmm, mmm, mmm, mmm|Mmm, mmm, mmm, mmm|Mmm, mmm241"
2008,3,"Lady Gaga","Just Dance","Truth!|RedOne|Konvict|Gaga (Oh-oh, eh)|I've had a little bit too much, much (Oh, oh, oh-oh)|All of the people start to rush (Start to rush by)|A dizzy twister dance, can't find my drink or man|Where are my keys? I lost my phone, phone (Oh, oh, oh-oh)|What's goin' on, on the floor?|I love this record, baby, but I can't see straight anymore|Keep it cool, what's the name of this club?|I can't remember, but it's alright, a-alright|Just dance|Gonna be okay, da-da-doo-doot-n|Just dance|Spin that record, babe, da-da-doo-doot-n|Just dance|Gonna be okay|Da-da-da-dance, dance, dance|Just, j-j-just dance|Wish I could shut my playboy mouth (Oh, oh, oh-oh)|How'd I turn my shirt inside out? (Inside out, right)|Control your poison, babe, roses have thorns, they say|And they're all gettin' hosed tonight (Oh, oh, oh-oh)|What's goin' on, on the floor?|I love this record, baby, but I can't see straight anymore|Keep it cool, what's the name of this club?|I can't remember, but it's alright, a-alright|Just dance|Gonna be okay, da-da-doo-doot-n|Just dance|Spin that record, babe, da-da-doo-doot-n|Just dance|Gonna be okay|Da-da-da-dance, dance, dance|Just, j-j-just|When I come through on the dance floor, checking out that catalogue (Hey)|Can't believe my eyes, so many women without a flaw (Hey)|And I ain't gon' give it up, steady, tryna pick it up like a call (Hey)|I'ma hit it, I'ma beat it up, latch onto it until tomorrow, yeah|Shorty, I can see that you got so much energy|The way you twirlin' up them hips 'round and 'round|And there is no reason at all why you can't leave here with me|In the meantime, stay, let me watch you break it down and|Dance|Gonna be okay, da-da-doo-doot-n (Oh)|Just dance (Ooh, yeah)|Spin that record, babe, da-da-doo-doot-n|Just dance (Ooh, yeah)|Gonna be okay, da-da-doo-doot-n (Ooh, yeah)|Just dance (Ooh, yeah)|Spin that record, babe, da-da-doo-doot-n|Just dance (Oh)|Gonna be okay, da-da-da-dance (Gonna be okay)|Dance, dance (Yeah)|Just, j-j-just dance (Oh)|Incredible|Amazing|Music|Woo!|Let's go!|Half psychotic, sick, hypnotic, got my blueprint, it's symphonic|Half psychotic, sick, hypnotic, got my blueprint, electronic|Half psychotic, sick, hypnotic, got my blueprint, it's symphonic|Half psychotic, sick, hypnotic, got my blueprint, electronic|Go, use your muscle, carve it out, work it, hustle|(I got it, just stay close enough to get it on)|Don't slow, drive it, clean it, Lysol, bleed it|Spend the last dough (I got it) in your pock-o (I got it)|Just dance|Gonna be okay, da-da-doo-doot-n|Just dance|Spin that record, babe, da-da-doo-doot-n|Just dance (Baby)|Gonna be okay, da-da-doo-doot-n|Just dance|Spin that record, babe, da-da-doo-doot-n (Oh, baby, yeah)|Just dance|Gonna be okay (Spin that record, baby, yeah)|Da-da-da-dance, dance, dance|Just, j-j-just dance51"
2008,4,"Lady Gaga","Poker Face","Mum mum mum mah|Mum mum mum mah|Mum mum mum mah|Mum mum mum mah|Mum mum mum mah|I wanna hold 'em like they do in Texas, please (Woo)|Fold 'em, let 'em hit me, raise it, baby, stay with me (I love it)|LoveGame intuition, play the cards with spades to start|And after he's been hooked, I'll play the one that's on his heart|Oh, woah-oh, oh, oh|Oh-oh-oh-oh-oh-oh|I'll get him hot, show him what I've got|Oh, woah-oh, oh, oh|Oh-oh-oh-oh-oh-oh|I'll get him hot, show him what I've got|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|I wanna roll with him, a hard pair we will be (Woo)|A little gamblin' is fun when you're with me (I love it, woo)|Russian roulette is not the same without a gun|And baby, when it's love, if it's not rough, it isn't fun, fun|Oh, woah-oh, oh, oh|Oh-oh-oh-oh-oh-oh|I'll get him hot, show him what I've got|Oh, woah-oh, oh, oh|Oh-oh-oh-oh-oh-oh|I'll get him hot, show him what I've got|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|(Mum mum mum mah)|(Mum mum mum mah)|I won't tell you that I love you|Kiss or hug you|'Cause I'm bluffin' with my muffin|I'm not lyin', I'm just stunnin' with my love-glue-gunnin'|Just like a chick in the casino|Take your bank before I pay you out|I promise this, promise this|Check this hand 'cause I'm marvelous|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|Can't read my, can't read my|No, he can't read my poker face|(She's got me like nobody)|P-p-p-poker face, f-f-fuck her face|P-p-p-poker face, f-f-fuck her face|(She's got me like nobody)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)|P-p-p-poker face, f-f-fuck her face|(Mum mum mum mah)93"
2008,5,"Katy Perry","I Kissed a Girl","This was never the way I planned|Not my intention|I got so brave, drink in hand|Lost my discretion|It's not what I'm used to|Just wanna try you on|I'm curious for you|Caught my attention|I kissed a girl and I liked it|The taste of her cherry ChapStick|I kissed a girl just to try it|I hope my boyfriend don't mind it|It felt so wrong, it felt so right|Don't mean I'm in love tonight|I kissed a girl and I liked it|I liked it|No, I don't even know your name|It doesn't matter|You're my experimental game|Just human nature|It's not what good girls do|Not how they should behave|My head gets so confused|Hard to obey|I kissed a girl and I liked it|The taste of her cherry ChapStick|I kissed a girl just to try it|I hope my boyfriend don't mind it|It felt so wrong, it felt so right|Don't mean I'm in love tonight|I kissed a girl and I liked it|I liked it|Us girls, we are so magical|Soft skin, red lips, so kissable|Hard to resist, so touchable|Too good to deny it|Ain't no big deal, it's innocent|I kissed a girl and I liked it|The taste of her cherry ChapStick|I kissed a girl just to try it|I hope my boyfriend don't mind it|It felt so wrong, it felt so right|Don't mean I'm in love tonight|I kissed a girl and I liked it|I liked it44"
2008,6,"Jason Mraz","I'm Yours","Well you done done me in; you bet I felt it|I tried to be chill but you're so hot that I melted|I fell right through the cracks|Now I'm trying to get back|Before the cool done run out|I'll be giving it my bestest|Nothing's going to stop me but divine intervention|I reckon it's again my turn to win some or learn some|But I won't hesitate no more, no more|It cannot wait, I'm yours|Well open up your mind and see like me|Open up your plans and damn you're free|Look into your heart and you'll find|Love, love, love, love|Listen to the music of the moment, people dance and sing|We're just one big family|And it's our God-forsaken right to be|Loved, love, love, love, loved|So I won't hesitate no more, no more|It cannot wait, I'm sure|There's no need to complicate|Our time is short|This is our fate, I'm yours|Do you want to come on scootch on over closer, dear|And I will nibble your ear|I've been spending way too long checking my tongue in the mirror|And bending over backwards just to try to see it clearer|But my breath fogged up the glass|And so I drew a new face and I laughed|I guess what I be saying is there ain't no better reason|To rid yourself of vanities and just go with the seasons|It's what we aim to do|Our name is our virtue|But I won't hesitate no more, no more|It cannot wait – I'm yours|Well open up your mind and see like me (I won't hesitate)|Open up your plans and damn you're free (No more, no more)|Look into your heart and you'll find (It cannot wait)|The sky is yours (I'm sure)|So please don't, please don't, please don't (No need to complicate)|There's no need to complicate (Our time is short)|'Cause our time is short (This is)|This oh, this oh, this is our fate (our fate)|I'm yours135"
2008,7,"Katy Perry","Hot N' Cold","You change your mind|Like a girl changes clothes|Yeah, you PMS|Like a bitch, I would know|And you overthink|Always speak cryptically|I should know|That you're no good for me|'Cause you're hot, then you're cold|You're yes, then you're no|You're in, then you're out|You're up, then you're down|You're wrong when it's right|It's black and it's white|We fight, we break up|We kiss, we make up|(You) You don't really wanna stay, no|(You) But you don't really wanna go-o|You're hot, then you're cold|You're yes, then you're no|You're in, then you're out|You're up, then you're down|We used to be|Just like twins, so in sync|The same energy|Now's a dead battery|Used to laugh (Used to laugh) 'bout nothing ('Bout nothing)|Now you're plain (Now you're plain) boring (Boring)|I should know (I should know)|That you're not gonna change|'Cause you're hot, then you're cold|You're yes, then you're no|You're in, then you're out|You're up, then you're down|You're wrong when it's right|It's black and it's white|We fight, we break up|We kiss, we make up|(You) You don't really wanna stay, no (Oh)|(You) But you don't really wanna go-o (Oh)|You're hot, then you're cold|You're yes, then you're no|You're in, then you're out|You're up, then you're down (Down)|Someone call the doctor|Got a case of a love bipolar|Stuck on a roller coaster|Can't get off this ride|You change your mind|Like a girl changes clothes|'Cause you're hot, then you're cold|You're yes, then you're no|You're in, then you're out|You're up, then you're down|You're wrong when it's right|It's black and it's white|We fight, we break up|We kiss, we make up|You're hot, then you're cold (Oh-oh-oh)|You're yes, then you're no|You're in, then you're out|You're up, then you're down|You're wrong when it's right (Oh-oh-oh)|It's black and it's white|We fight, we break up|We kiss, we make up|(You) You don't really wanna stay, no (Oh)|(You) But you don't really wanna go-o (Oh)|You're hot, then you're cold|You're yes, then you're no|You're in, then you're out|You're up, then you're down32"
2008,8,"Kings of Leon","Sex On Fire","Lay where you're layin'|Don't make a sound|I know they're watchin'|They're watchin'|All the commotion|The kiddie-like play|It has people talkin'|Talkin'|You|Your sex is on fire|The dark of the alley|The breakin' of day|Head while I'm drivin'|I'm drivin'|Soft lips are open|Them knuckles are pale|Feels like you're dyin'|You're dyin'|You|Your sex is on fire|Consumed|With what's to transpire|Hot as a fever|Rattlin' bones|I could just taste it|Taste it|If it's not forever|If it's just tonight|Oh, we're still the greatest|The greatest, the greatest|You|Your sex is on fire|You|Your sex is on fire, ah|Consumed|With what's to transpire|And you|Your sex is on fire|Consume|With what's to transpire61"
2008,9,"Kings of Leon","Use Somebody","I've been roamin' around, always lookin' down at all I see|Painted faces fill the places I can't reach|You know that I could use somebody|You know that I could use somebody|Someone like you and all you know and how you speak|Countless lovers under cover of the street|You know that I could use somebody|You know that I could use somebody|Someone like you|Off in the night, while you live it up, I'm off to sleep|Wagin' wars to shape the poet and the beat|I hope it's gonna make you notice|I hope it's gonna make you notice|Someone like me|Someone like me|Someone like me|Somebody|Don't let it out|Don't let it out|Don't let it out|Don't let it out|Don't let it out|Don't let it out|Don't let it out|Someone like you|Somebody|Someone like you|Somebody|Someone like you|Somebody|I've been roamin' around, always lookin' down at all I see51"
2008,10,"Rihanna","Disturbia","Bum bum be-dum, bum bum be-dum bum|(What's wrong with me?)|Bum bum be-dum, bum bum be-dum bum|(Why do I feel like this?)|Bum bum be-dum, bum bum be-dum bum|(I'm goin' crazy now)|Bum bum be-dum, bum bum be-dum bum|No more gas, in the red (Can't even get it started)|Nothin' heard, nothin' said (Can't even speak about it)|All my life on my head (Don't wanna think about it)|Feels like I'm goin' insane, yeah|It's a thief in the night to come and grab you (Ah)|It can creep up inside you and consume you (Ah)|A disease of the mind, it can control you (Ah)|It's too close for comfort, ah|Put on your brake lights|You're in the city of wonder|Ain't gon' play nice|Watch out, you might just go under|Better think twice|Your train of thought will be altered|So if you must falter, be wise|Your mind's in disturbia, it's like the darkness is the light|Disturbia, am I scarin' you tonight?|Your mind's in disturbia, ain't used to what you like|Disturbia, disturbia|Bum bum be-dum, bum bum be-dum bum|Bum bum be-dum, bum bum be-dum bum|Bum bum be-dum, bum bum be-dum bum|Bum bum be-dum, bum bum be-dum bum|Faded pictures on the wall (It's like they talkin' to me)|Disconnected, no one calls (The phone don't even ring)|I gotta get out or figure this **** out|It's too close for comfort, oh|It's a thief in the night to come and grab you (Ooh)|It can creep up inside you and consume you (Ooh)|A disease of the mind, it can control you (Ooh)|I feel like a monster, oh|Put on your brake lights|You're in the city of wonder (City lights)|Ain't gon' play nice (Oh)|Watch out, you might just go under|Better think twice (Think twice)|Your train of thought will be altered|So if you must falter, be wise (Be wise)|Your mind's in disturbia, it's like the darkness is the light|Disturbia, am I scarin' you tonight? (Oh)|Disturbia, ain't used to what you like (Oh, what you like)|Disturbia, disturbia (Ah)|Bum bum be-dum, bum bum be-dum bum (Ba-da-da-da-de-da)|Bum bum be-dum, bum bum be-dum bum (Ba-da-da-da-de-da)|Bum bum be-dum, bum bum be-dum bum (Disturbia)|Bum bum be-dum, bum bum be-dum bum (Oh, oh)|Release me from this curse I'm in|Tryin' to remain tame, but I'm strugglin'|If you can't go, oh-oh-oh-oh-oh|I think I'm gonna ah-ah-ah-ah-ah|Put on your brake lights|You're in the city of wonder (Woo, yeah)|Ain't gon' play nice|Watch out, you might just go under (Better think twice)|Better think twice|Your train of thought will be altered|So if you must falter, be wise (If you must falter, be wise)|Your mind's in disturbia, it's like the darkness is the light (Ah, yeah, disturbia)|Disturbia, am I scarin' you tonight? (Ah, yeah, disturbia)|Disturbia, ain't used to what you like (Disturbia, ah)|Disturbia, disturbia (Oh woah)|Bum bum be-dum, bum bum be-dum bum (Bum-ba-de-da-da)|Bum bum be-dum, bum bum be-dum bum (Bum-ba-de-da-da)|Bum bum be-dum, bum bum be-dum bum (Oh)|Bum bum be-dum, bum bum be-dum bum (Oh)52"
